Start	Duration	Audio I/O Thread	Client Process	Input Sample Time	Input Host Time	Output Sample Time	Output Host Time	
00:19.574.968	1.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	753,380	6489232071968	755,428	6489233186526	
00:19.598.188	1.93 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	754,404	6489232629247	756,452	6489233743804	
00:19.621.379	1.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	755,428	6489233186526	757,476	6489234301083	
00:19.644.635	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	756,452	6489233743804	758,500	6489234858361	
00:19.667.846	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	757,476	6489234301083	759,524	6489235415640	
00:19.691.040	1.01 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	758,500	6489234858361	760,548	6489235972919	
00:19.714.294	2.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	759,524	6489235415640	761,572	6489236530197	
00:19.737.513	1.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	760,548	6489235972919	762,596	6489237087476	
00:19.760.757	2.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	761,572	6489236530197	763,620	6489237644755	
00:19.783.961	1.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	762,596	6489237087476	764,644	6489238202033	
00:19.807.164	1.57 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	763,620	6489237644755	765,668	6489238759312	
00:19.830.381	1.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	764,644	6489238202033	766,692	6489239316591	
00:19.853.624	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	765,668	6489238759312	767,716	6489239873869	
00:19.876.840	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	766,692	6489239316591	768,740	6489240431148	
00:19.900.027	1.57 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	767,716	6489239873869	769,764	6489240988427	
00:19.923.230	999.88 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	768,740	6489240431148	770,788	6489241545705	
00:19.946.471	1.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	769,764	6489240988427	771,812	6489242102984	
00:19.969.714	1.40 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	770,788	6489241545705	772,836	6489242660262	
00:19.992.942	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	771,812	6489242102984	773,860	6489243217541	
00:20.016.173	1.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	772,836	6489242660262	774,884	6489243774820	
00:20.039.390	2.00 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	773,860	6489243217541	775,908	6489244332098	
00:20.062.582	1.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	774,884	6489243774820	776,932	6489244889377	
00:20.085.803	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	775,908	6489244332098	777,956	6489245446656	
00:20.109.016	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	776,932	6489244889377	778,980	6489246003934	
00:20.132.212	1.00 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	777,956	6489245446656	780,004	6489246561213	
00:20.155.444	1.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	778,980	6489246003934	781,028	6489247118492	
00:20.178.688	1.44 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	780,004	6489246561213	782,052	6489247675770	
00:20.201.906	2.49 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	781,028	6489247118492	783,076	6489248233049	
00:20.225.129	1.82 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	782,052	6489247675770	784,100	6489248790327	
00:20.248.311	1.01 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	783,076	6489248233049	785,124	6489249347606	
00:20.271.538	1.17 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	784,100	6489248790327	786,148	6489249904885	
00:20.294.789	2.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	785,124	6489249347606	787,172	6489250462163	
00:20.317.990	1.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	786,148	6489249904885	788,196	6489251019442	
00:20.341.199	1.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	787,172	6489250462163	789,220	6489251576721	
00:20.364.455	2.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	788,196	6489251019442	790,244	6489252133999	
00:20.387.667	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	789,220	6489251576721	791,268	6489252691278	
00:20.410.874	2.00 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	790,244	6489252133999	792,292	6489253248557	
00:20.434.107	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	791,268	6489252691278	793,316	6489253805835	
00:20.457.310	1.45 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	792,292	6489253248557	794,340	6489254363114	
00:20.480.521	1.94 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	793,316	6489253805835	795,364	6489254920393	
00:20.503.742	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	794,340	6489254363114	796,388	6489255477671	
00:20.526.979	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	795,364	6489254920393	797,412	6489256034950	
00:20.550.149	1.69 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	796,388	6489255477671	798,436	6489256592228	
00:20.573.390	975.58 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	797,412	6489256034950	799,460	6489257149507	
00:20.596.624	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	798,436	6489256592228	800,484	6489257706786	
00:20.619.879	1.72 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	799,460	6489257149507	801,508	6489258264064	
00:20.643.104	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	800,484	6489257706786	802,532	6489258821343	
00:20.666.292	1.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	801,508	6489258264064	803,556	6489259378622	
00:20.689.533	2.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	802,532	6489258821343	804,580	6489259935900	
00:20.712.753	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	803,556	6489259378622	805,604	6489260493179	
00:20.735.954	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	804,580	6489259935900	806,628	6489261050458	
00:20.759.203	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	805,604	6489260493179	807,652	6489261607736	
00:20.782.367	992.04 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	806,628	6489261050458	808,676	6489262165015	
00:20.805.618	1.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	807,652	6489261607736	809,700	6489262722294	
00:20.828.828	1.78 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	808,676	6489262165015	810,724	6489263279572	
00:20.852.078	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	809,700	6489262722294	811,748	6489263836851	
00:20.875.300	1.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	810,724	6489263279572	812,772	6489264394129	
00:20.898.537	1.52 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	811,748	6489263836851	813,796	6489264951408	
00:20.921.743	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	812,772	6489264394129	814,820	6489265508687	
00:20.944.946	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	813,796	6489264951408	815,844	6489266065965	
00:20.968.178	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	814,820	6489265508687	816,868	6489266623244	
00:20.991.366	1.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	815,844	6489266065965	817,892	6489267180523	
00:21.014.581	1.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	816,868	6489266623244	818,916	6489267737801	
00:21.037.795	1.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	817,892	6489267180523	819,940	6489268295080	
00:21.061.069	2.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	818,916	6489267737801	820,964	6489268852359	
00:21.084.252	1.96 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	819,940	6489268295080	821,988	6489269409637	
00:21.107.498	1.40 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	820,964	6489268852359	823,012	6489269966916	
00:21.130.718	2.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	821,988	6489269409637	824,036	6489270524194	
00:21.153.923	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	823,012	6489269966916	825,060	6489271081473	
00:21.177.146	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	824,036	6489270524194	826,084	6489271638752	
00:21.200.358	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	825,060	6489271081473	827,108	6489272196030	
00:21.223.549	986.54 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	826,084	6489271638752	828,132	6489272753309	
00:21.246.787	1.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	827,108	6489272196030	829,156	6489273310588	
00:21.270.029	1.59 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	828,132	6489272753309	830,180	6489273867866	
00:21.293.248	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	829,156	6489273310588	831,204	6489274425145	
00:21.316.450	1.48 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	830,180	6489273867866	832,228	6489274982424	
00:21.339.691	1.62 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	831,204	6489274425145	833,252	6489275539702	
00:21.362.910	1.67 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	832,228	6489274982424	834,276	6489276096981	
00:21.386.130	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	833,252	6489275539702	835,300	6489276654260	
00:21.409.336	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	834,276	6489276096981	836,324	6489277211538	
00:21.432.527	1.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	835,300	6489276654260	837,348	6489277768817	
00:21.455.765	1.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	836,324	6489277211538	838,372	6489278326095	
00:21.479.010	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	837,348	6489277768817	839,396	6489278883374	
00:21.502.237	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	838,372	6489278326095	840,420	6489279440653	
00:21.525.455	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	839,396	6489278883374	841,444	6489279997931	
00:21.548.621	1.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	840,420	6489279440653	842,468	6489280555210	
00:21.571.891	2.11 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	841,444	6489279997931	843,492	6489281112489	
00:21.595.120	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	842,468	6489280555210	844,516	6489281669767	
00:21.618.328	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	843,492	6489281112489	845,540	6489282227046	
00:21.641.517	1.52 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	844,516	6489281669767	846,564	6489282784325	
00:21.664.754	995.62 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	845,540	6489282227046	847,588	6489283341603	
00:21.687.969	1.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	846,564	6489282784325	848,612	6489283898882	
00:21.711.223	1.85 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	847,588	6489283341603	849,636	6489284456161	
00:21.734.433	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	848,612	6489283898882	850,660	6489285013439	
00:21.757.655	1.41 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	849,636	6489284456161	851,684	6489285570718	
00:21.780.859	2.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	850,660	6489285013439	852,708	6489286127996	
00:21.804.064	1.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	851,684	6489285570718	853,732	6489286685275	
00:21.827.306	2.17 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	852,708	6489286127996	854,756	6489287242554	
00:21.850.513	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	853,732	6489286685275	855,780	6489287799832	
00:21.873.728	1.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	854,756	6489287242554	856,804	6489288357111	
00:21.896.943	1.17 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	855,780	6489287799832	857,828	6489288914390	
00:21.920.175	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	856,804	6489288357111	858,852	6489289471668	
00:21.943.404	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	857,828	6489288914390	859,876	6489290028947	
00:21.966.612	1.72 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	858,852	6489289471668	860,900	6489290586226	
00:21.989.849	1.75 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	859,876	6489290028947	861,924	6489291143504	
00:22.013.059	2.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	860,900	6489290586226	862,948	6489291700783	
00:22.036.274	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	861,924	6489291143504	863,972	6489292258061	
00:22.059.497	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	862,948	6489291700783	864,996	6489292815340	
00:22.082.693	1.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	863,972	6489292258061	866,020	6489293372619	
00:22.105.919	1.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	864,996	6489292815340	867,044	6489293929897	
00:22.129.145	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	866,020	6489293372619	868,068	6489294487176	
00:22.152.381	2.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	867,044	6489293929897	869,092	6489295044455	
00:22.175.597	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	868,068	6489294487176	870,116	6489295601733	
00:22.198.779	907.79 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	869,092	6489295044455	871,140	6489296159012	
00:22.222.027	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	870,116	6489295601733	872,164	6489296716291	
00:22.245.258	1.44 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	871,140	6489296159012	873,188	6489297273569	
00:22.268.489	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	872,164	6489296716291	874,212	6489297830848	
00:22.291.699	1.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	873,188	6489297273569	875,236	6489298388127	
00:22.314.939	1.69 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	874,212	6489297830848	876,260	6489298945405	
00:22.338.147	2.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	875,236	6489298388127	877,284	6489299502684	
00:22.361.374	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	876,260	6489298945405	878,308	6489300059962	
00:22.384.579	2.29 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	877,284	6489299502684	879,332	6489300617241	
00:22.407.774	1.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	878,308	6489300059962	880,356	6489301174520	
00:22.430.992	1.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	879,332	6489300617241	881,380	6489301731798	
00:22.454.226	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	880,356	6489301174520	882,404	6489302289077	
00:22.477.472	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	881,380	6489301731798	883,428	6489302846356	
00:22.500.687	2.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	882,404	6489302289077	884,452	6489303403634	
00:22.523.874	1.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	883,428	6489302846356	885,476	6489303960913	
00:22.547.099	1.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	884,452	6489303403634	886,500	6489304518192	
00:22.570.341	1.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	885,476	6489303960913	887,524	6489305075470	
00:22.593.571	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	886,500	6489304518192	888,548	6489305632749	
00:22.616.758	1.51 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	887,524	6489305075470	889,572	6489306190028	
00:22.640.004	1.66 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	888,548	6489305632749	890,596	6489306747306	
00:22.663.229	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	889,572	6489306190028	891,620	6489307304585	
00:22.686.452	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	890,596	6489306747306	892,644	6489307861863	
00:22.709.635	2.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	891,620	6489307304585	893,668	6489308419142	
00:22.732.846	1.47 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	892,644	6489307861863	894,692	6489308976421	
00:22.756.092	1.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	893,668	6489308419142	895,716	6489309533699	
00:22.779.346	1.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	894,692	6489308976421	896,740	6489310090978	
00:22.802.573	2.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	895,716	6489309533699	897,764	6489310648257	
00:22.825.782	2.46 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	896,740	6489310090978	898,788	6489311205535	
00:22.849.004	1.50 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	897,764	6489310648257	899,812	6489311762814	
00:22.872.225	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	898,788	6489311205535	900,836	6489312320093	
00:22.895.425	1.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	899,812	6489311762814	901,860	6489312877371	
00:22.918.664	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	900,836	6489312320093	902,884	6489313434650	
00:22.941.866	2.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	901,860	6489312877371	903,908	6489313991929	
00:22.965.044	1.02 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	902,884	6489313434650	904,932	6489314549207	
00:22.988.316	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	903,908	6489313991929	905,956	6489315106486	
00:23.011.546	1.70 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	904,932	6489314549207	906,980	6489315663764	
00:23.034.741	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	905,956	6489315106486	908,004	6489316221043	
00:23.057.975	1.90 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	906,980	6489315663764	909,028	6489316778322	
00:23.081.187	1.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	908,004	6489316221043	910,052	6489317335600	
00:23.104.404	1.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	909,028	6489316778322	911,076	6489317892879	
00:23.127.601	1.94 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	910,052	6489317335600	912,100	6489318450158	
00:23.150.837	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	911,076	6489317892879	913,124	6489319007436	
00:23.174.021	1.01 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	912,100	6489318450158	914,148	6489319564715	
00:23.197.271	1.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	913,124	6489319007436	915,172	6489320121994	
00:23.220.505	1.42 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	914,148	6489319564715	916,196	6489320679272	
00:23.243.728	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	915,172	6489320121994	917,220	6489321236551	
00:23.266.936	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	916,196	6489320679272	918,244	6489321793829	
00:23.290.169	1.58 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	917,220	6489321236551	919,268	6489322351108	
00:23.313.382	1.56 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	918,244	6489321793829	920,292	6489322908387	
00:23.336.599	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	919,268	6489322351108	921,316	6489323465665	
00:23.359.826	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	920,292	6489322908387	922,340	6489324022944	
00:23.383.007	1.02 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	921,316	6489323465665	923,364	6489324580223	
00:23.406.263	1.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	922,340	6489324022944	924,388	6489325137501	
00:23.429.491	1.82 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	923,364	6489324580223	925,412	6489325694780	
00:23.452.691	2.00 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	924,388	6489325137501	926,436	6489326252059	
