Start	Duration	Audio I/O Thread	Client Process	Input Sample Time	Input Host Time	Output Sample Time	Output Host Time	
00:14.629.138	1.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	535,268	6489113371618	537,316	6489114486175	
00:14.652.348	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	536,292	6489113928896	538,340	6489115043454	
00:14.675.567	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	537,316	6489114486175	539,364	6489115600732	
00:14.698.758	1.56 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	538,340	6489115043454	540,388	6489116158011	
00:14.721.996	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	539,364	6489115600732	541,412	6489116715289	
00:14.745.235	2.23 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	540,388	6489116158011	542,436	6489117272568	
00:14.768.446	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	541,412	6489116715289	543,460	6489117829847	
00:14.791.637	1.64 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	542,436	6489117272568	544,484	6489118387125	
00:14.814.907	1.66 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	543,460	6489117829847	545,508	6489118944404	
00:14.838.074	1.13 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	544,484	6489118387125	546,532	6489119501683	
00:14.861.325	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	545,508	6489118944404	547,556	6489120058961	
00:14.884.537	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	546,532	6489119501683	548,580	6489120616240	
00:14.907.730	1.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	547,556	6489120058961	549,604	6489121173519	
00:14.931.006	2.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	548,580	6489120616240	550,628	6489121730797	
00:14.954.193	1.66 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	549,604	6489121173519	551,652	6489122288076	
00:14.977.440	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	550,628	6489121730797	552,676	6489122845355	
00:15.000.655	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	551,652	6489122288076	553,700	6489123402633	
00:15.023.819	1.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	552,676	6489122845355	554,724	6489123959912	
00:15.047.085	1.83 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	553,700	6489123402633	555,748	6489124517190	
00:15.070.299	2.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	554,724	6489123959912	556,772	6489125074469	
00:15.093.526	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	555,748	6489124517190	557,796	6489125631748	
00:15.116.721	1.45 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	556,772	6489125074469	558,820	6489126189026	
00:15.139.964	1.82 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	557,796	6489125631748	559,844	6489126746305	
00:15.163.183	2.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	558,820	6489126189026	560,868	6489127303584	
00:15.186.388	1.58 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	559,844	6489126746305	561,892	6489127860862	
00:15.209.610	1.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	560,868	6489127303584	562,916	6489128418141	
00:15.232.811	1.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	561,892	6489127860862	563,940	6489128975420	
00:15.256.067	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	562,916	6489128418141	564,964	6489129532698	
00:15.279.270	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	563,940	6489128975420	565,988	6489130089977	
00:15.302.523	2.39 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	564,964	6489129532698	567,012	6489130647256	
00:15.325.704	1.17 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	565,988	6489130089977	568,036	6489131204534	
00:15.348.914	1.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	567,012	6489130647256	569,060	6489131761813	
00:15.372.136	1.11 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	568,036	6489131204534	570,084	6489132319091	
00:15.395.368	1.43 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	569,060	6489131761813	571,108	6489132876370	
00:15.418.605	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	570,084	6489132319091	572,132	6489133433649	
00:15.441.807	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	571,108	6489132876370	573,156	6489133990927	
00:15.465.041	1.69 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	572,132	6489133433649	574,180	6489134548206	
00:15.488.225	1.17 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	573,156	6489133990927	575,204	6489135105485	
00:15.511.469	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	574,180	6489134548206	576,228	6489135662763	
00:15.534.702	2.44 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	575,204	6489135105485	577,252	6489136220042	
00:15.557.929	1.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	576,228	6489135662763	578,276	6489136777321	
00:15.581.129	1.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	577,252	6489136220042	579,300	6489137334599	
00:15.604.371	1.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	578,276	6489136777321	580,324	6489137891878	
00:15.627.579	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	579,300	6489137334599	581,348	6489138449157	
00:15.650.810	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	580,324	6489137891878	582,372	6489139006435	
00:15.674.008	1.49 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	581,348	6489138449157	583,396	6489139563714	
00:15.697.221	1.81 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	582,372	6489139006435	584,420	6489140120992	
00:15.720.443	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	583,396	6489139563714	585,444	6489140678271	
00:15.743.667	1.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	584,420	6489140120992	586,468	6489141235550	
00:15.766.891	1.98 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	585,444	6489140678271	587,492	6489141792828	
00:15.790.107	1.08 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	586,468	6489141235550	588,516	6489142350107	
00:15.813.338	2.19 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	587,492	6489141792828	589,540	6489142907386	
00:15.836.553	1.64 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	588,516	6489142350107	590,564	6489143464664	
00:15.859.805	2.43 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	589,540	6489142907386	591,588	6489144021943	
00:15.882.990	1.47 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	590,564	6489143464664	592,612	6489144579222	
00:15.906.228	2.02 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	591,588	6489144021943	593,636	6489145136500	
00:15.929.439	1.91 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	592,612	6489144579222	594,660	6489145693779	
00:15.952.656	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	593,636	6489145136500	595,684	6489146251057	
00:15.975.898	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	594,660	6489145693779	596,708	6489146808336	
00:15.999.090	1.45 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	595,684	6489146251057	597,732	6489147365615	
00:16.022.323	2.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	596,708	6489146808336	598,756	6489147922893	
00:16.045.538	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	597,732	6489147365615	599,780	6489148480172	
00:16.068.761	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	598,756	6489147922893	600,804	6489149037451	
00:16.091.959	1.06 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	599,780	6489148480172	601,828	6489149594729	
00:16.115.189	1.71 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	600,804	6489149037451	602,852	6489150152008	
00:16.138.419	1.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	601,828	6489149594729	603,876	6489150709287	
00:16.161.636	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	602,852	6489150152008	604,900	6489151266565	
00:16.184.837	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	603,876	6489150709287	605,924	6489151823844	
00:16.208.068	1.39 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	604,900	6489151266565	606,948	6489152381123	
00:16.231.297	1.83 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	605,924	6489151823844	607,972	6489152938401	
00:16.254.497	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	606,948	6489152381123	608,996	6489153495680	
00:16.277.749	2.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	607,972	6489152938401	610,020	6489154052958	
00:16.300.964	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	608,996	6489153495680	611,044	6489154610237	
00:16.324.164	1.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	610,020	6489154052958	612,068	6489155167516	
00:16.347.403	2.10 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	611,044	6489154610237	613,092	6489155724794	
00:16.370.720	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	612,068	6489155167516	614,116	6489156282073	
00:16.393.853	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	613,092	6489155724794	615,140	6489156839352	
00:16.417.064	1.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	614,116	6489156282073	616,164	6489157396630	
00:16.440.263	1.58 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	615,140	6489156839352	617,188	6489157953909	
00:16.463.479	1.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	616,164	6489157396630	618,212	6489158511188	
00:16.486.730	2.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	617,188	6489157953909	619,236	6489159068466	
00:16.509.961	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	618,212	6489158511188	620,260	6489159625745	
00:16.533.148	1.62 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	619,236	6489159068466	621,284	6489160183024	
00:16.556.329	885.58 µs	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	620,260	6489159625745	622,308	6489160740302	
00:16.579.598	1.52 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	621,284	6489160183024	623,332	6489161297581	
00:16.602.821	1.93 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	622,308	6489160740302	624,356	6489161854859	
00:16.626.052	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	623,332	6489161297581	625,380	6489162412138	
00:16.649.240	1.61 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	624,356	6489161854859	626,404	6489162969417	
00:16.672.487	1.32 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	625,380	6489162412138	627,428	6489163526695	
00:16.695.700	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	626,404	6489162969417	628,452	6489164083974	
00:16.718.926	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	627,428	6489163526695	629,476	6489164641253	
00:16.742.147	2.42 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	628,452	6489164083974	630,500	6489165198531	
00:16.765.349	1.48 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	629,476	6489164641253	631,524	6489165755810	
00:16.788.584	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	630,500	6489165198531	632,548	6489166313089	
00:16.811.795	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	631,524	6489165755810	633,572	6489166870367	
00:16.835.022	2.42 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	632,548	6489166313089	634,596	6489167427646	
00:16.858.226	2.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	633,572	6489166870367	635,620	6489167984924	
00:16.881.460	1.76 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	634,596	6489167427646	636,644	6489168542203	
00:16.904.714	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	635,620	6489167984924	637,668	6489169099482	
00:16.927.899	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	636,644	6489168542203	638,692	6489169656760	
00:16.951.119	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	637,668	6489169099482	639,716	6489170214039	
00:16.974.327	1.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	638,692	6489169656760	640,740	6489170771318	
00:16.997.562	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	639,716	6489170214039	641,764	6489171328596	
00:17.020.773	1.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	640,740	6489170771318	642,788	6489171885875	
00:17.044.022	2.36 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	641,764	6489171328596	643,812	6489172443154	
00:17.067.224	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	642,788	6489171885875	644,836	6489173000432	
00:17.090.442	1.57 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	643,812	6489172443154	645,860	6489173557711	
00:17.113.646	2.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	644,836	6489173000432	646,884	6489174114990	
00:17.136.864	2.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	645,860	6489173557711	647,908	6489174672268	
00:17.160.091	1.35 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	646,884	6489174114990	648,932	6489175229547	
00:17.183.316	1.75 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	647,908	6489174672268	649,956	6489175786825	
00:17.206.524	1.61 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	648,932	6489175229547	650,980	6489176344104	
00:17.229.761	2.15 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	649,956	6489175786825	652,004	6489176901383	
00:17.252.980	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	650,980	6489176344104	653,028	6489177458661	
00:17.276.228	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	652,004	6489176901383	654,052	6489178015940	
00:17.299.398	1.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	653,028	6489177458661	655,076	6489178573219	
00:17.322.644	2.04 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	654,052	6489178015940	656,100	6489179130497	
00:17.345.854	2.02 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	655,076	6489178573219	657,124	6489179687776	
00:17.369.072	2.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	656,100	6489179130497	658,148	6489180245055	
00:17.392.309	2.33 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	657,124	6489179687776	659,172	6489180802333	
00:17.415.499	1.40 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	658,148	6489180245055	660,196	6489181359612	
00:17.438.731	2.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	659,172	6489180802333	661,220	6489181916891	
00:17.461.969	2.25 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	660,196	6489181359612	662,244	6489182474169	
00:17.485.168	2.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	661,220	6489181916891	663,268	6489183031448	
00:17.508.384	1.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	662,244	6489182474169	664,292	6489183588726	
00:17.531.602	1.80 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	663,268	6489183031448	665,316	6489184146005	
00:17.554.818	1.93 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	664,292	6489183588726	666,340	6489184703284	
00:17.578.079	1.83 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	665,316	6489184146005	667,364	6489185260562	
00:17.601.288	2.31 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	666,340	6489184703284	668,388	6489185817841	
00:17.624.455	1.03 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	667,364	6489185260562	669,412	6489186375120	
00:17.647.716	1.09 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	668,388	6489185817841	670,436	6489186932398	
00:17.670.924	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	669,412	6489186375120	671,460	6489187489677	
00:17.694.176	2.14 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	670,436	6489186932398	672,484	6489188046956	
00:17.717.385	2.42 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	671,460	6489187489677	673,508	6489188604234	
00:17.740.590	1.43 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	672,484	6489188046956	674,532	6489189161513	
00:17.763.823	2.22 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	673,508	6489188604234	675,556	6489189718792	
00:17.787.033	1.50 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	674,532	6489189161513	676,580	6489190276070	
00:17.810.262	2.38 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	675,556	6489189718792	677,604	6489190833349	
00:17.833.481	1.72 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	676,580	6489190276070	678,628	6489191390627	
00:17.856.723	1.84 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	677,604	6489190833349	679,652	6489191947906	
00:17.879.926	2.26 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	678,628	6489191390627	680,676	6489192505185	
00:17.903.142	2.27 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	679,652	6489191947906	681,700	6489193062463	
00:17.926.358	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	680,676	6489192505185	682,724	6489193619742	
00:17.949.556	1.50 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	681,700	6489193062463	683,748	6489194177021	
00:17.972.807	1.96 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	682,724	6489193619742	684,772	6489194734299	
00:17.996.011	2.28 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	683,748	6489194177021	685,796	6489195291578	
00:18.019.266	2.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	684,772	6489194734299	686,820	6489195848857	
00:18.042.455	2.37 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	685,796	6489195291578	687,844	6489196406135	
00:18.065.664	1.76 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	686,820	6489195848857	688,868	6489196963414	
00:18.088.904	2.07 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	687,844	6489196406135	689,892	6489197520692	
00:18.112.096	1.43 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	688,868	6489196963414	690,916	6489198077971	
00:18.135.318	1.24 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	689,892	6489197520692	691,940	6489198635250	
00:18.158.542	2.34 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	690,916	6489198077971	692,964	6489199192528	
00:18.181.770	1.58 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	691,940	6489198635250	693,988	6489199749807	
00:18.204.994	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	692,964	6489199192528	695,012	6489200307086	
00:18.228.201	1.68 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	693,988	6489199749807	696,036	6489200864364	
00:18.251.433	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	695,012	6489200307086	697,060	6489201421643	
00:18.274.640	1.16 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	696,036	6489200864364	698,084	6489201978922	
00:18.297.872	1.20 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	697,060	6489201421643	699,108	6489202536200	
00:18.321.072	1.12 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	698,084	6489201978922	700,132	6489203093479	
00:18.344.320	1.95 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	699,108	6489202536200	701,156	6489203650758	
00:18.367.538	2.39 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	700,132	6489203093479	702,180	6489204208036	
00:18.390.735	1.05 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	701,156	6489203650758	703,204	6489204765315	
00:18.413.989	2.18 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	702,180	6489204208036	704,228	6489205322593	
00:18.437.183	2.21 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	703,204	6489204765315	705,252	6489205879872	
00:18.460.433	2.49 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	704,228	6489205322593	706,276	6489206437151	
00:18.483.632	2.30 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	705,252	6489205879872	707,300	6489206994429	
00:18.506.842	1.56 ms	audio IO: AC-BF-71-0C-C7-23:output 0x50f1c9	bevy-hrtf-demo (73605)	706,276	6489206437151	708,324	6489207551708	
